ofs,nom,canton,district,prix_m2_appart,prix_m2_median,n_annonces,fiabilite,prix_source,prix_date,pop_80plus,part_80plus,indice_pouvoir_achat,revenu_median_est
5564,Novalles,Vaud,Jura-Nord vaudois,8333.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,5.0,4.7,36.1,63971.0
5715,Duillier,Vaud,Nyon,8278.0,8278.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,45.0,3.9,54.4,68308.0
5692,Vucherens,Vaud,Broye-Vully,8276.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,28.0,4.5,33.8,60589.0
5798,Ropraz,Vaud,Broye-Vully,8276.0,8276.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,19.0,3.6,26.9,57364.0
6604,Avusy,Genève,Genève,8251.0,8387.0,5,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,75.0,5.3,30.0,63441.0
5925,Orzens,Vaud,Jura-Nord vaudois,8213.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,12.0,5.6,22.7,55436.0
5520,Essertines-sur-Yverdon,Vaud,Gros-de-Vaud,8213.0,7895.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,34.0,3.0,40.5,63032.0
5436,Saint-Oyens,Vaud,Morges,8120.0,8120.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,14.0,3.1,42.7,71221.0
5437,Saubraz,Vaud,Morges,8120.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,9.0,2.0,29.7,59303.0
5675,Lucens,Vaud,Broye-Vully,8077.0,6657.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,190.0,4.0,25.3,46103.0
5674,Lovatens,Vaud,Broye-Vully,8077.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,6.0,4.1,21.4,49250.0
5683,Prévonloup,Vaud,Broye-Vully,8077.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,12.0,5.2,34.1,57813.0
5534,Rueyres,Vaud,Gros-de-Vaud,8067.0,8067.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,17.0,5.6,32.0,56466.0
5923,Oppens,Vaud,Gros-de-Vaud,8067.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,8.0,4.0,29.2,61310.0
5661,Boulens,Vaud,Gros-de-Vaud,8067.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,15.0,4.1,36.8,59001.0
5512,Bercher,Vaud,Gros-de-Vaud,8067.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,62.0,4.6,23.7,56294.0
5498,La Sarraz,Vaud,Morges,8042.0,8178.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,114.0,4.4,33.7,54359.0
5521,Etagnières,Vaud,Gros-de-Vaud,7980.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,52.0,4.4,38.4,62294.0
5582,Cheseaux-sur-Lausanne,Vaud,Lausanne,7980.0,7980.0,2,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,265.0,5.5,35.8,59977.0
5571,Tévenon,Vaud,Jura-Nord vaudois,7977.0,8195.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,56.0,6.5,35.9,58164.0
5557,Fontaines-sur-Grandson,Vaud,Jura-Nord vaudois,7977.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,7.0,3.2,20.8,45000.0
5562,Mauborget,Vaud,Jura-Nord vaudois,7977.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,10.0,6.9,19.3,41251.0
5556,Fiez,Vaud,Jura-Nord vaudois,7977.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,18.0,4.2,34.9,54168.0
5411,Ormont-Dessus,Vaud,Aigle,7951.0,7981.0,6,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,126.0,8.8,20.5,49706.0
5934,Valeyres-sous-Ursins,Vaud,Jura-Nord vaudois,7936.0,7936.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,18.0,7.7,25.0,55001.0
5488,Mauraz,Vaud,Morges,7927.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,1.0,1.5,57.4,82144.0
5492,Montricher,Vaud,Morges,7927.0,7927.0,2,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,38.0,4.0,46.6,58731.0
5561,Grandson,Vaud,Jura-Nord vaudois,7923.0,8616.0,9,solide (5+),Homegate/Apify (annonces réelles),2026.0,151.0,4.5,31.7,51314.0
5551,Bonvillars,Vaud,Jura-Nord vaudois,7905.0,7905.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,22.0,4.3,45.1,61030.0
5566,Provence,Vaud,Jura-Nord vaudois,7905.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,31.0,7.6,7.6,44055.0
5527,Morrens (VD),Vaud,Gros-de-Vaud,7895.0,7895.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,60.0,5.2,34.9,60380.0
5817,Grandcour,Vaud,Broye-Vully,7882.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,46.0,4.7,30.3,53677.0
5813,Chevroux,Vaud,Broye-Vully,7882.0,7882.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,21.0,4.3,34.1,52886.0
5609,Rivaz,Vaud,Lavaux-Oron,7857.0,7951.0,3,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,38.0,11.6,47.6,57144.0
5843,Rougemont,Vaud,Riviera-Pays-d'Enhaut,7828.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,75.0,9.2,12.5,46072.0
5842,Rossinière,Vaud,Riviera-Pays-d'Enhaut,7828.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,33.0,6.6,12.9,48929.0
5841,Château-d'Oex,Vaud,Riviera-Pays-d'Enhaut,7828.0,8846.0,7,solide (5+),Homegate/Apify (annonces réelles),2026.0,269.0,7.4,8.6,45661.0
5481,Dizy,Vaud,Morges,7759.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,8.0,3.4,33.1,59936.0
5495,Penthalaz,Vaud,Gros-de-Vaud,7759.0,7759.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,215.0,6.8,31.3,55245.0
5428,Gimel,Vaud,Morges,7726.0,8934.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,114.0,4.6,27.3,52184.0
5929,Suchy,Vaud,Jura-Nord vaudois,7704.0,7588.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,12.0,1.8,43.0,62821.0
6620,Dardagny,Genève,Genève,7649.0,7649.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,109.0,6.0,20.2,52762.0
5785,Corcelles-le-Jorat,Vaud,Broye-Vully,7567.0,7567.0,2,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,21.0,4.2,26.1,53572.0
5792,Montpreveyres,Vaud,Lavaux-Oron,7567.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,19.0,2.9,33.0,59227.0
5402,Bex,Vaud,Aigle,7468.0,7105.0,17,solide (5+),Homegate/Apify (annonces réelles),2026.0,495.0,5.6,21.3,44282.0
5693,Montanaire,Vaud,Gros-de-Vaud,7459.0,7748.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,112.0,3.9,35.5,56001.0
5426,Bougy-Villars,Vaud,Morges,7450.0,7450.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,25.0,4.9,51.2,60466.0
5755,Lignerolle,Vaud,Jura-Nord vaudois,7420.0,7406.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,17.0,3.7,28.5,60097.0
5902,Belmont-sur-Yverdon,Vaud,Jura-Nord vaudois,7337.0,7337.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,16.0,3.6,37.5,57813.0
5928,Rovray,Vaud,Jura-Nord vaudois,7331.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,5.0,2.6,44.5,67917.0
5939,Yvonand,Vaud,Jura-Nord vaudois,7331.0,7331.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,215.0,6.1,26.0,51008.0
5935,Villars-Epeney,Vaud,Jura-Nord vaudois,7331.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,1.0,0.9,45.1,67188.0
5907,Chavannes-le-Chêne,Vaud,Jura-Nord vaudois,7331.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,15.0,4.7,26.9,54269.0
5604,Forel (Lavaux),Vaud,Lavaux-Oron,7274.0,7274.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,96.0,4.6,41.8,60501.0
5537,Villars-le-Terroir,Vaud,Gros-de-Vaud,7259.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,59.0,4.5,35.1,62972.0
5539,Vuarrens,Vaud,Gros-de-Vaud,7259.0,7259.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,26.0,2.3,36.3,61036.0
5486,L'Isle,Vaud,Morges,7239.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,49.0,4.5,22.7,50482.0
5491,Mont-la-Ville,Vaud,Morges,7239.0,7239.0,2,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,21.0,4.2,37.5,65196.0
6605,Bardonnex,Genève,Genève,7208.0,6122.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,136.0,5.3,34.6,57151.0
5422,Aubonne,Vaud,Morges,7202.0,7160.0,17,solide (5+),Homegate/Apify (annonces réelles),2026.0,217.0,5.6,39.2,56933.0
5804,Jorat-Menthue,Vaud,Gros-de-Vaud,7118.0,6693.0,7,solide (5+),Homegate/Apify (annonces réelles),2026.0,74.0,4.7,42.1,62625.0
5673,Hermenches,Vaud,Broye-Vully,7118.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,17.0,4.6,23.0,54450.0
5553,Champagne,Vaud,Jura-Nord vaudois,7097.0,6525.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,32.0,3.0,45.7,59135.0
5554,Concise,Vaud,Jura-Nord vaudois,7075.0,7075.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,34.0,3.3,35.1,53126.0
5555,Corcelles-près-Concise,Vaud,Jura-Nord vaudois,7075.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,33.0,7.6,37.3,56373.0
5401,Aigle,Vaud,Aigle,6970.0,6238.0,16,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,589.0,5.0,28.3,44524.0
5523,Froideville,Vaud,Gros-de-Vaud,6946.0,6507.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,96.0,3.5,42.1,64429.0
5514,Bottens,Vaud,Gros-de-Vaud,6946.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,44.0,3.2,39.4,62577.0
5515,Bretigny-sur-Morrens,Vaud,Gros-de-Vaud,6946.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,22.0,2.4,34.8,62711.0
5730,Trélex,Vaud,Nyon,6892.0,6892.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,75.0,5.3,69.4,70834.0
5464,Vully-les-Lacs,Vaud,Broye-Vully,6873.0,6655.0,10,solide (5+),Homegate/Apify (annonces réelles),2026.0,183.0,5.0,41.2,57490.0
5663,Bussy-sur-Moudon,Vaud,Broye-Vully,6846.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,9.0,3.4,29.4,60888.0
5678,Moudon,Vaud,Broye-Vully,6846.0,6314.0,7,solide (5+),Homegate/Apify (annonces réelles),2026.0,271.0,4.1,20.2,45108.0
5747,Bofflens,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,7.0,3.5,43.2,61765.0
5756,Montcherand,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,17.0,3.5,41.2,63617.0
5743,Arnex-sur-Orbe,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,23.0,3.3,34.9,56633.0
5757,Orbe,Vaud,Jura-Nord vaudois,6832.0,6194.0,9,solide (5+),Homegate/Apify (annonces réelles),2026.0,398.0,5.0,22.1,50538.0
5762,Sergey,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,5.0,3.8,31.1,59376.0
5919,Mathod,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,26.0,3.6,30.8,54168.0
5750,Les Clées,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,10.0,5.2,22.8,56772.0
5742,Agiez,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,9.0,2.4,28.9,57378.0
5748,Bretonnières,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,11.0,4.2,40.0,58872.0
5741,L'Abergement,Vaud,Jura-Nord vaudois,6832.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,11.0,4.1,30.5,63750.0
5413,Roche (VD),Vaud,Aigle,6825.0,6380.0,5,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,69.0,3.5,30.6,47168.0
5805,Oron,Vaud,Lavaux-Oron,6814.0,6793.0,10,solide (5+),Homegate/Apify (annonces réelles),2026.0,308.0,4.9,31.4,51005.0
5708,Chavannes-des-Bois,Vaud,Nyon,6726.0,6726.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,30.0,3.1,67.1,79840.0
5911,Cuarny,Vaud,Jura-Nord vaudois,6714.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,9.0,3.7,35.5,59678.0
5926,Pomy,Vaud,Jura-Nord vaudois,6714.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,38.0,4.3,41.3,62500.0
5910,Cronay,Vaud,Jura-Nord vaudois,6714.0,6772.0,7,solide (5+),Homegate/Apify (annonces réelles),2026.0,19.0,4.5,33.6,60385.0
5516,Cugy (VD),Vaud,Gros-de-Vaud,6709.0,6931.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,143.0,5.1,32.8,60927.0
5412,Rennaz,Vaud,Aigle,6701.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,40.0,4.2,35.0,48095.0
5408,Noville,Vaud,Aigle,6701.0,6701.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,57.0,4.7,27.8,55129.0
5403,Chessel,Vaud,Aigle,6701.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,23.0,4.4,32.4,47000.0
5903,Bioley-Magnoux,Vaud,Jura-Nord vaudois,6551.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,13.0,5.1,27.0,50736.0
5913,Donneloye,Vaud,Jura-Nord vaudois,6551.0,6551.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,40.0,4.4,29.8,54482.0
5908,Chêne-Pâquier,Vaud,Jura-Nord vaudois,6551.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,7.0,4.0,32.7,59559.0
5912,Démoret,Vaud,Jura-Nord vaudois,6551.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,9.0,5.2,16.1,48182.0
5727,Saint-Cergue,Vaud,Nyon,6529.0,6424.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,104.0,3.5,40.6,55726.0
5563,Mutrux,Vaud,Jura-Nord vaudois,6459.0,6459.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,8.0,5.5,11.1,46072.0
5415,Yvorne,Vaud,Aigle,6429.0,6429.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,53.0,4.8,31.6,54314.0
6603,Avully,Genève,Genève,6410.0,5446.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,70.0,4.0,18.4,56454.0
5407,Leysin,Vaud,Aigle,6389.0,6165.0,9,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,139.0,3.8,10.9,43397.0
5475,Chavannes-le-Veyron,Vaud,Morges,6353.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,1.0,0.6,37.8,66667.0
5487,Lussery-Villars,Vaud,Gros-de-Vaud,6353.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,18.0,3.8,34.8,61508.0
5474,La Chaux (Cossonay),Vaud,Morges,6353.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,21.0,4.9,37.1,64859.0
5476,Chevilly,Vaud,Morges,6353.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,10.0,2.9,51.4,70486.0
5477,Cossonay,Vaud,Morges,6353.0,6353.0,2,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,166.0,3.4,40.0,55190.0
5873,Le Lieu,Vaud,Jura-Nord vaudois,6253.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,60.0,6.5,31.8,52591.0
5754,Juriens,Vaud,Jura-Nord vaudois,6253.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,13.0,3.7,23.2,55883.0
5744,Ballaigues,Vaud,Jura-Nord vaudois,6253.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,92.0,7.6,33.4,47935.0
5765,Vaulion,Vaud,Jura-Nord vaudois,6253.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,13.0,2.7,12.5,48611.0
5759,Premier,Vaud,Jura-Nord vaudois,6253.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,13.0,5.7,21.2,54688.0
5764,Vallorbe,Vaud,Jura-Nord vaudois,6253.0,7077.0,5,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,206.0,4.8,23.8,45303.0
5924,Orges,Vaud,Jura-Nord vaudois,6213.0,6644.0,3,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,12.0,2.8,32.1,57813.0
5766,Vuiteboeuf,Vaud,Jura-Nord vaudois,6213.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,17.0,2.8,20.2,48229.0
5501,Sullens,Vaud,Gros-de-Vaud,6152.0,6152.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,56.0,4.6,55.5,66867.0
5410,Ormont-Dessous,Vaud,Aigle,6123.0,5353.0,4,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,58.0,4.7,12.7,43824.0
5761,Romainmôtier-Envy,Vaud,Jura-Nord vaudois,6086.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,25.0,4.5,12.4,48462.0
5493,Orny,Vaud,Morges,6086.0,5752.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,25.0,5.0,30.2,54840.0
5482,Eclépens,Vaud,Morges,6086.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,53.0,4.4,73.9,61433.0
5752,Croy,Vaud,Jura-Nord vaudois,6086.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,44.0,10.9,26.2,52405.0
5483,Ferreyres,Vaud,Morges,6086.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,8.0,2.6,41.2,68581.0
5497,Pompaples,Vaud,Morges,6086.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,37.0,4.0,37.1,52501.0
5930,Suscévaz,Vaud,Jura-Nord vaudois,5986.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,10.0,4.3,36.3,59167.0
5904,Chamblon,Vaud,Jura-Nord vaudois,5986.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,19.0,3.4,50.0,64261.0
5905,Champvent,Vaud,Jura-Nord vaudois,5986.0,5986.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,28.0,3.9,36.5,56883.0
5763,Valeyres-sous-Rances,Vaud,Jura-Nord vaudois,5986.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,18.0,3.1,39.2,60561.0
5827,Trey,Vaud,Broye-Vully,5949.0,5949.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,11.0,3.5,27.6,58612.0
5830,Villarzel,Vaud,Broye-Vully,5949.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,21.0,4.0,28.3,55617.0
5819,Henniez,Vaud,Broye-Vully,5949.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,16.0,3.4,26.5,46539.0
5684,Rossenges,Vaud,Broye-Vully,5865.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,9.0,9.9,45.1,58594.0
5803,Vulliens,Vaud,Broye-Vully,5865.0,5865.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,24.0,3.8,33.0,58594.0
5688,Syens,Vaud,Broye-Vully,5865.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,10.0,6.6,39.5,53501.0
5535,Saint-Barthélemy (VD),Vaud,Gros-de-Vaud,5690.0,5690.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,26.0,3.1,26.7,56563.0
5471,Bettens,Vaud,Gros-de-Vaud,5690.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,11.0,1.7,45.4,65030.0
5669,Curtilles,Vaud,Broye-Vully,5634.0,5634.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,9.0,2.9,27.1,49565.0
5821,Missy,Vaud,Broye-Vully,5493.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,21.0,5.5,28.8,48600.0
5451,Avenches,Vaud,Broye-Vully,5493.0,5493.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,227.0,4.7,32.3,46865.0
5871,L'Abbaye,Vaud,Jura-Nord vaudois,5447.0,5447.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,88.0,5.7,20.3,49560.0
5828,Treytorrens (Payerne),Vaud,Broye-Vully,5437.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,5.0,4.6,,55556.0
5831,Valbroye,Vaud,Broye-Vully,5437.0,5380.0,5,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,180.0,5.3,27.7,49500.0
5680,Ogens,Vaud,Gros-de-Vaud,5367.0,5367.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,11.0,3.2,27.5,56105.0
5490,Moiry,Vaud,Morges,5350.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,10.0,3.3,31.8,60001.0
5479,Cuarnens,Vaud,Morges,5350.0,5350.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,18.0,3.2,30.7,59001.0
5565,Onnens (VD),Vaud,Jura-Nord vaudois,5336.0,5336.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,24.0,4.7,44.5,58020.0
5533,Poliez-Pittet,Vaud,Gros-de-Vaud,5267.0,5267.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,47.0,5.5,39.9,63707.0
5568,Sainte-Croix,Vaud,Jura-Nord vaudois,5209.0,4631.0,8,solide (5+),Homegate/Apify (annonces réelles),2026.0,408.0,7.9,17.6,39632.0
5745,Baulmes,Vaud,Jura-Nord vaudois,5209.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,53.0,4.5,22.1,51811.0
5872,Le Chenit,Vaud,Jura-Nord vaudois,5190.0,5114.0,3,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,366.0,7.7,45.5,50898.0
5932,Ursins,Vaud,Jura-Nord vaudois,5106.0,5106.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,13.0,5.6,32.2,59167.0
5645,Romanel-sur-Morges,Vaud,Morges,4887.0,4887.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,26.0,5.7,61.6,62500.0
6639,Soral,Genève,Genève,4850.0,4850.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,86.0,9.1,44.4,67816.0
5760,Rances,Vaud,Jura-Nord vaudois,4824.0,4824.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,23.0,4.5,26.2,55556.0
5858,Luins,Vaud,Nyon,4805.0,4805.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,20.0,3.2,67.1,70663.0
6624,Gy,Genève,Genève,4653.0,4653.0,1,annonces (surface estimée),Homegate/Apify (annonces réelles),2026.0,22.0,4.0,39.3,66667.0
5665,Chavannes-sur-Moudon,Vaud,Broye-Vully,4590.0,4590.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,14.0,6.1,34.7,55289.0
5921,Molondin,Vaud,Jura-Nord vaudois,4322.0,4322.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,10.0,3.7,15.7,51472.0
5529,Oulens-sous-Echallens,Vaud,Gros-de-Vaud,4261.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,17.0,2.8,46.9,67614.0
5480,Daillens,Vaud,Gros-de-Vaud,4261.0,4261.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,29.0,2.6,58.2,71764.0
5746,Bavois,Vaud,Jura-Nord vaudois,4146.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,23.0,2.2,32.7,55894.0
5531,Penthéréaz,Vaud,Gros-de-Vaud,4146.0,,,estimé (voisinage),"estimé (voisinage, communes proches)",,14.0,3.3,31.9,57599.0
5749,Chavornay,Vaud,Jura-Nord vaudois,4146.0,4146.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,172.0,3.2,33.2,54478.0
5816,Corcelles-près-Payerne,Vaud,Broye-Vully,4006.0,4006.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,117.0,3.9,34.7,49107.0
5922,Montagny-près-Yverdon,Vaud,Jura-Nord vaudois,3967.0,3967.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,37.0,4.7,46.4,59135.0
5758,La Praz,Vaud,Jura-Nord vaudois,3692.0,3692.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,7.0,3.4,17.5,55556.0
5541,Goumoëns,Vaud,Gros-de-Vaud,3667.0,3667.0,1,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,67.0,5.6,38.7,65656.0
5690,Villars-le-Comte,Vaud,Broye-Vully,3606.0,3606.0,2,indicative (1-4),Homegate/Apify (annonces réelles),2026.0,6.0,4.5,39.7,57354.0
2129,Corbières,Fribourg,La Gruyère,,,,,,,27.0,2.6,43.2,61271.0
2196,Fribourg,Fribourg,La Sarine,,,,,,,2171.0,5.5,23.7,47830.0
2220,Le Mouret,Fribourg,La Sarine,,,,,,,142.0,4.2,27.9,54712.0
2254,Courtepin,Fribourg,See,,,,,,,192.0,3.3,32.4,55766.0
2261,Greng,Fribourg,See,,,,,,,8.0,4.5,100.0,85228.0
2198,Granges-Paccot,Fribourg,La Sarine,,,,,,,105.0,2.6,41.7,56061.0
2211,Neyruz (FR),Fribourg,La Sarine,,,,,,,97.0,3.4,37.3,60869.0
2325,Châtel-Saint-Denis,Fribourg,La Veveyse,,,,,,,322.0,3.7,29.9,55925.0
2125,Bulle,Fribourg,La Gruyère,,,,,,,1224.0,4.5,33.1,52558.0
2250,Courgevaux,Fribourg,See,,,,,,,61.0,4.2,39.8,59817.0
2016,Fétigny,Fribourg,La Broye,,,,,,,42.0,3.3,28.9,56573.0
2025,Lully (FR),Fribourg,La Broye,,,,,,,44.0,3.6,34.1,57292.0
2131,Echarlens,Fribourg,La Gruyère,,,,,,,34.0,4.0,41.2,57115.0
2208,Matran,Fribourg,La Sarine,,,,,,,57.0,3.0,43.1,55473.0
2230,Villarsel-sur-Marly,Fribourg,La Sarine,,,,,,,0.0,0.0,24.6,55358.0
2265,Kerzers,Fribourg,See,,,,,,,225.0,4.1,37.3,59573.0
